66.4159	55.0946
66.5845	55.7965
59.7173	57.5538
61.86	55.1446
63.569	60.8046
58.81	55.7588
58.2015	54.6191
60.4678	57.4577
57.2029	51.8313
60.4737	57.4591
57.7728	58.7566
60.2013	57.4722
62.7968	57.4625
60.7269	53.6961
60.3145	57.4795
67.1919	57.1761
61.2184	57.0393
60.0032	57.531
62.7912	59.3892
60.1967	60.4428
59.1851	56.9051
60.1444	57.2693
62.9718	55.8104
66.143	60.3567
59.7551	55.6737
60.1182	58.2584
56.2704	57.0596
60.5107	56.3429
60.7214	57.5069
56.8824	57.0203
61.2485	51.8009
58.9244	57.3777
62.5579	55.1084
56.0237	50.0154
62.6224	56.9687
61.0666	55.1701
59.7428	56.994
60.0582	59.9535
60.4168	55.5003
61.3871	55.0423
61.731	55.1945
62.5728	57.946
60.63	56.6708
63.8559	55.8807
58.2176	63.0383
54.4056	57.7786
63.1297	57.8351
56.1574	62.1747
60.4973	57.4773
60.5284	55.6134
61.791	59.2293
55.5904	64.0401
52.6559	50.9417
60.3849	57.2396
59.8634	61.99
60.3359	58.9262
65.7455	56.7754
61.4279	59.9251
57.8496	63.1434
64.5171	59.5209
68.8015	53.3535
65.6477	57.3007
54.0029	56.3888
59.7418	53.8362
61.3545	57.4733
62.8696	54.2447
60.4157	57.4191
60.3126	49.7987
60.585	53.331
59.6179	52.9556
61.033	55.2628
59.8184	53.1473
62.0438	51.1694
60.0202	62.2079
60.3021	57.7991
51.5612	54.0643
60.6548	57.4376
59.349	62.311
60.7084	59.55
58.3728	56.3146
61.6044	53.3807
62.4452	58.4622
60.4438	57.4666
62.5709	66.0145
60.1376	57.9831
56.5148	55.7305
63.9418	53.7903
61.2799	53.7497
58.3653	65.2182
59.9808	59.6484
60.525	57.3272
60.6738	60.1356
61.1044	57.1814
57.544	56.8511
61.6329	52.9516
60.5927	57.2533
60.9286	58.6782
64.7354	57.919
60.6929	57.142
56.292	55.9223
68.0357	62.0811
70.71	60.1463
60.4294	57.4368
61.4917	60.0946
61.1508	50.322
60.3789	57.4474
55.174	58.8768
54.6031	57.0429
56.9197	55.9307
68.8712	56.8754
60.4067	57.4091
60.6809	57.2101
58.8597	62.2592
61.384	53.4167
57.6263	54.7239
59.7077	56.8196
60.1339	57.1609
60.6011	56.9426
59.3398	55.9764
59.3166	62.2725
60.9796	53.2982
71.2648	60.7541
58.5048	50.5097
52.5967	56.5687
66.0327	58.5901
60.7604	57.3951
60.4001	57.3587
59.1484	57.1087
61.3868	58.5089
64.5464	66.0478
53.8571	65.4649
55.5429	60.4551
59.762	58.6226
58.6097	56.7445
54.5235	53.9822
64.9088	57.5733
59.9123	61.6977
56.3763	55.9454
61.7717	61.3939
61.8869	57.7243
56.7188	56.0044
63.6628	53.3309
56.0362	56.7914
59.5014	63.2844
60.5876	55.064
60.4352	57.3425
60.0679	59.9545
59.6891	57.9476
61.4943	54.0976
60.4415	57.14
60.3698	57.3585
65.8199	56.8743
59.8759	58.2942
67.1269	59.0258
59.3317	53.4085
65.7985	45.3405
60.8557	59.0278
62.3004	50.805
